тренд №,блок,тип блока,дата начала (0),дата конца (5),последовательность,№ посл.,подпись нуля,цена (0),цена (1),цена (2),цена (3),цена (4),цена (5),ход блока %,ход тренда от рождения %,баров,что после (5)
252,1,рождение,2021-10-21 12:00,2021-10-26 12:00,HH·HL·LH·HL·LH,П25,LL,1776.56,1813.85,1782.88,1810.08,1800.02,1804.7,2.1,2.1,69,LL
253,1,рождение,2021-10-26 14:00,2021-10-27 18:00,LH·HL·HH·HL·HH,П1,LL,1782.46,1795.15,1783.58,1798.18,1784.89,1799.06,0.93,0.93,27,HL
254,1,рождение,2021-10-29 14:00,2021-11-02 07:00,LH·HL·HH·HL·HH,П1,LL,1771.98,1787.82,1781.09,1795.84,1789.28,1796.44,1.38,1.38,39,LL
255,1,рождение,2021-11-03 14:00,2021-11-05 08:00,LH·HL·HH·HL·HH,П1,LL,1758.89,1778.37,1770.87,1798.95,1790.16,1800.18,2.35,2.35,40,LL
256,1,рождение,2021-11-05 12:00,2021-11-09 06:00,HH·HL·HH·HL·LH,П12,LL,1785.06,1821.57,1812.49,1827.22,1821.93,1827.22,2.36,2.36,39,LL
257,1,рождение,2021-11-10 13:00,2021-11-12 06:00,HH·HL·LH·HL·LH,П25,LL,1822.4,1868.63,1841.58,1866.03,1855.2,1860.13,2.54,2.54,39,LL
258,1,рождение,2021-11-12 11:00,2021-11-15 19:00,HH·HL·HH·HL·LH,П12,LL,1845.3,1868.76,1856.38,1870.58,1858.27,1867.88,1.37,1.37,31,HL
259,1,рождение,2021-11-24 14:00,2021-11-26 11:00,LH·HL·HH·HL·HH,П1,LL,1778.62,1791.46,1782.6,1795.15,1788.01,1815.57,2.08,2.08,39,LL
260,1,рождение,2021-11-30 17:00,2021-12-01 23:00,LH·HL·LH·HL·LH,П29,LL,1769.97,1794.7,1776.74,1792.29,1777.42,1783.45,1.4,1.4,28,LL
261,1,рождение,2021-12-02 18:00,2021-12-06 02:00,LH·HL·HH·HL·HH,П1,LL,1761.94,1776.55,1766.21,1786.12,1780.88,1787.78,1.47,1.47,30,LL
262,1,рождение,2021-12-06 14:00,2021-12-07 12:00,LH·HL·LH·HL·HH,П20,LL,1775.77,1785.02,1776.98,1784.65,1777.48,1784.76,0.52,0.52,21,LL
263,1,рождение,2021-12-10 09:00,2021-12-13 12:00,HH·HL·LH·HL·HH,П16,LL,1770.21,1789.53,1781.47,1788.81,1783.39,1791.66,1.21,1.21,26,LL
264,1,рождение,2021-12-15 19:00,2021-12-20 06:00,HH·HL·HH·HL·LH,П12,LL,1753.07,1784.26,1781.03,1814.31,1795.84,1804.17,3.49,3.49,56,LL
265,1,рождение,2021-12-21 15:00,2021-12-23 13:00,LH·HL·HH·HL·HH,П1,LL,1784.9,1791.27,1785.95,1808.5,1804.87,1810.09,1.41,1.41,44,LL
266,1,рождение,2021-12-27 13:00,2021-12-28 13:00,HH·HL·LH·HL·HH,П16,LL,1803.02,1813.52,1806.78,1812.74,1808.57,1820.31,0.96,0.96,23,LL
267,1,рождение,2021-12-29 13:00,2022-01-02 23:00,LH·HL·HH·HL·HH,П1,LL,1789.49,1805.71,1796.28,1820.28,1815.2,1831.84,2.37,2.37,55,HL
268,1,рождение,2022-01-10 14:00,2022-01-12 20:00,HH·HL·HH·HL·HH,П6,LL,1790.44,1810.29,1801.85,1823.35,1814.78,1828.1,2.1,2.1,52,HL
269,1,рождение,2022-01-13 16:00,2022-01-18 03:00,HH·HL·LH·HL·LH,П25,LL,1812.42,1829.21,1813.2,1823.21,1817.73,1822.8,0.93,0.93,54,LL
270,1,рождение,2022-01-18 13:00,2022-01-20 01:00,LH·HL·HH·HL·HH,П1,LL,1805.84,1820.14,1810.35,1843.38,1838.11,1844.14,2.12,2.12,34,LL
271,1,рождение,2022-01-21 08:00,2022-01-24 21:00,HH·HL·HH·HL·LH,П12,LL,1828.55,1843.24,1828.63,1844.38,1829.77,1844.18,0.87,0.87,36,HL
272,1,рождение,2022-01-28 11:00,2022-02-01 13:00,LH·HL·HH·HL·HH,П1,LL,1780.33,1793.07,1785.61,1799.88,1795.82,1808.79,1.6,1.6,48,LL
273,1,рождение,2022-02-04 14:00,2022-02-08 02:00,HH·HL·HH·HL·LH,П12,LL,1792.23,1815.41,1808.79,1823.59,1820.34,1823.28,1.75,1.75,34,LL
274,1,рождение,2022-02-11 07:00,2022-02-15 06:00,HH·HL·LH·HL·HH,П16,LL,1820.99,1865.46,1850.85,1858.51,1851.38,1879.55,3.22,3.22,45,LL
275,1,рождение,2022-02-15 12:00,2022-02-16 20:00,LH·HL·HH·HL·HH,П1,LL,1844.61,1857.26,1850.32,1859.65,1851.38,1872.6,1.52,1.52,31,HL
275,2,продолжение,2022-02-17 02:00,2022-02-18 08:00,HH·HL·HH·HL·LH,П12,HL,1867.89,1893.37,1882.81,1902.55,1888.41,1895.91,1.86,3.14,29,LL
276,1,рождение,2022-02-24 19:00,2022-02-28 13:00,LH·HL·HH·HL·LH,П5,LL,1878.1,1921.91,1882.99,1927.48,1893.36,1918.37,2.63,2.63,40,LL
277,1,рождение,2022-02-28 17:00,2022-03-02 07:00,LH·HL·HH·HL·LH,П5,LL,1890.92,1910.99,1901.47,1950.31,1931.06,1948.01,3.14,3.14,36,LL
278,1,рождение,2022-03-02 10:00,2022-03-03 11:00,LH·HL·LH·HL·HH,П20,LL,1913.75,1935.7,1914.96,1933.41,1922.11,1938.84,1.31,1.31,24,HL
278,2,продолжение,2022-03-03 16:00,2022-03-07 10:00,HH·HL·HH·HL·HH,П6,HL,1923.36,1951.02,1929.71,2001.14,1976.16,2002.67,4.12,4.65,40,LL
279,1,рождение,2022-03-10 01:00,2022-03-10 18:00,LH·HL·HH·HL·LH,П5,LL,1970.53,1989.12,1974.47,2009.22,1981.72,2006.08,1.96,1.96,17,LL
280,1,рождение,2022-03-16 18:00,2022-03-18 00:00,HH·HL·HH·HL·LH,П12,LL,1895.07,1938.24,1930.15,1949.87,1935.58,1945.41,2.89,2.89,28,LL
281,1,рождение,2022-03-18 19:00,2022-03-21 18:00,LH·HL·HH·HL·HH,П1,LL,1918.01,1928.99,1918.03,1937.65,1927.07,1941.53,1.23,1.23,22,HL
282,1,рождение,2022-03-22 14:00,2022-03-24 00:00,LH·HL·LH·HL·HH,П20,LL,1910.73,1924.92,1915.64,1924.52,1917.02,1948.69,1.99,1.99,32,HL
283,1,рождение,2022-03-29 12:00,2022-03-30 15:00,LH·HL·HH·HL·HH,П1,LL,1890.15,1921.48,1916.01,1928.49,1917.26,1938.62,2.56,2.56,26,HL
283,2,продолжение,2022-03-31 05:00,2022-04-01 04:00,LH·HL·HH·HL·LH,П5,HL,1919.27,1933.97,1922.6,1949.86,1932.56,1939.62,1.59,3.16,22,LL
284,1,рождение,2022-04-04 04:00,2022-04-05 14:00,HH·HL·LH·HL·HH,П16,LL,1915.57,1936.94,1924.42,1933.91,1925.56,1944.64,1.52,1.52,33,LL
285,1,рождение,2022-04-06 18:00,2022-04-08 01:00,LH·HL·HH·HL·LH,П5,LL,1915.62,1927.45,1920.62,1937.85,1929.64,1935.57,1.16,1.16,29,LL
286,1,рождение,2022-04-08 05:00,2022-04-11 12:00,HH·HL·HH·HL·HH,П6,LL,1927.78,1948.22,1939.04,1950.03,1940.04,1970.03,2.19,2.19,30,HL
287,1,рождение,2022-04-12 09:00,2022-04-14 02:00,HH·HL·HH·HL·LH,П12,LL,1949.76,1978.68,1962.95,1981.57,1973.57,1980.43,1.63,1.63,39,LL
288,1,рождение,2022-05-03 08:00,2022-05-05 01:00,HH·HL·LH·HL·HH,П16,LL,1850.47,1878.14,1861.48,1872.13,1861.67,1903.48,2.86,2.86,39,HL
289,1,рождение,2022-05-20 14:00,2022-05-24 08:00,HH·HL·LH·HL·HH,П16,LL,1832.4,1865.53,1847.04,1858.9,1849.37,1860.75,1.81,1.81,40,HL
290,1,рождение,2022-06-01 09:00,2022-06-06 04:00,HH·HL·HH·HL·LH,П12,LL,1828.54,1849.98,1844.15,1874.17,1847.38,1856.71,2.5,2.5,64,HL
291,1,рождение,2022-06-07 01:00,2022-06-08 15:00,LH·HL·HH·HL·HH,П1,LL,1837.07,1853.64,1842.4,1855.63,1844.59,1859.68,1.23,1.23,37,HL
292,1,рождение,2022-06-14 19:00,2022-06-15 19:00,LH·HL·HH·HL·HH,П1,LL,1805.2,1819.38,1813.29,1836.57,1813.76,1841.96,2.04,2.04,23,HL
293,1,рождение,2022-06-17 19:00,2022-06-20 13:00,LH·HL·HH·HL·LH,П5,LL,1833.9,1841.98,1835.23,1846.16,1836.48,1843.26,0.67,0.67,17,LL
294,1,рождение,2022-07-06 16:00,2022-07-07 14:00,LH·HL·HH·HL·HH,П1,LL,1732.34,1743.97,1736.58,1747.74,1738.03,1749.13,0.97,0.97,21,HL
295,1,рождение,2022-07-15 14:00,2022-07-19 15:00,HH·HL·LH·HL·LH,П25,LL,1699.12,1723.99,1705.44,1718.48,1708.62,1715.33,1.46,1.46,47,HL
296,1,рождение,2022-07-21 11:00,2022-07-25 03:00,HH·HL·HH·HL·LH,П12,LL,1680.93,1720.25,1712.96,1739.36,1719.98,1728.95,3.48,3.48,38,HL
297,1,рождение,2022-07-27 13:00,2022-07-28 15:00,HH·HL·HH·HL·HH,П6,LL,1711.56,1741.78,1734.18,1748.56,1736.09,1756.92,2.65,2.65,25,HL
298,1,рождение,2022-07-29 14:00,2022-08-02 00:00,LH·HL·HH·HL·HH,П1,LL,1752.41,1767.2,1758.4,1775.38,1764.26,1780.58,1.61,1.61,32,HL
299,1,рождение,2022-08-03 14:00,2022-08-05 12:00,LH·HL·HH·HL·LH,П5,LL,1754.35,1766.3,1769.12,1794.96,1788.81,1789.27,2.31,2.31,44,LL
300,1,рождение,2022-08-05 13:00,2022-08-10 12:00,HH·HL·HH·HL·HH,П6,LL,1765.05,1790.78,1783.31,1800.47,1787.67,1807.96,2.43,2.43,68,LL
301,1,рождение,2022-08-22 12:00,2022-08-23 08:00,LH·HL·HH·HL·HH,П1,LL,1727.85,1740.09,1734.27,1740.61,1734.78,1743.92,0.93,0.93,19,LL
302,1,рождение,2022-08-24 11:00,2022-08-25 17:00,HH·HL·HH·HL·LH,П12,LL,1742.52,1755.94,1749.99,1765.58,1752.3,1759.97,1.32,1.32,29,HL
303,1,рождение,2022-09-01 14:00,2022-09-05 10:00,HH·HL·LH·HL·HH,П16,LL,1688.91,1718.02,1707.8,1714.12,1708.31,1715.84,1.72,1.72,42,HL
304,1,рождение,2022-09-07 04:00,2022-09-08 11:00,HH·HL·HH·HL·HH,П6,LL,1691.46,1707.22,1697.11,1719.51,1713.57,1728.23,2.17,2.17,30,LL
305,1,рождение,2022-09-09 13:00,2022-09-13 00:00,LH·HL·HH·HL·LH,П5,LL,1711.42,1720.38,1712.04,1735.18,1723.83,1727.64,1.39,1.39,33,LL
306,1,рождение,2022-09-16 08:00,2022-09-21 00:00,HH·HL·LH·HL·LH,П25,LL,1654.19,1680.44,1659.75,1679.49,1660.03,1667.52,1.59,1.59,61,HL
307,1,рождение,2022-09-26 00:00,2022-09-26 14:00,LH·HL·HH·HL·LH,П5,LL,1626.77,1646.07,1634.71,1649.84,1636.25,1648.35,1.42,1.42,14,LL
308,1,рождение,2022-09-28 07:00,2022-09-30 07:00,HH·HL·HH·HL·HH,П6,LL,1614.92,1662.79,1641.58,1665.33,1659.32,1674.28,3.68,3.68,46,HL
309,1,рождение,2022-10-03 09:00,2022-10-06 07:00,HH·HL·HH·HL·LH,П12,LL,1659.69,1702.62,1695.24,1729.59,1700.59,1725.6,4.21,4.21,67,HL
310,1,рождение,2022-10-11 10:00,2022-10-12 18:00,HH·HL·LH·HL·HH,П16,LL,1661.03,1684.04,1661.47,1675.42,1664.88,1678.37,1.39,1.39,31,HL
311,1,рождение,2022-10-14 19:00,2022-10-18 12:00,HH·HL·LH·HL·LH,П25,LL,1640.27,1668.53,1646.83,1660.94,1648.69,1657.43,1.72,1.72,39,LL
312,1,рождение,2022-10-25 10:00,2022-10-26 15:00,HH·HL·HH·HL·LH,П12,LL,1638.36,1662.44,1649.82,1675.01,1660.71,1672.66,2.24,2.24,28,HL
313,1,рождение,2022-11-01 00:00,2022-11-02 18:00,HH·HL·LH·HL·HH,П16,LL,1630.8,1657.06,1642.16,1651.15,1646.17,1669.54,2.38,2.38,41,LL
314,1,рождение,2022-11-03 11:00,2022-11-07 09:00,LH·HL·HH·HL·LH,П5,LL,1616.67,1632.39,1641.55,1681.76,1666.94,1680.46,4.03,4.03,43,HL
315,1,рождение,2022-11-09 19:00,2022-11-11 10:00,LH·HL·HH·HL·HH,П1,LL,1702.26,1712.63,1704.04,1757.32,1747.31,1766.65,3.78,3.78,37,HL
316,1,рождение,2022-11-14 11:00,2022-11-15 18:00,HH·HL·HH·HL·LH,П12,LL,1753.32,1775.09,1767.13,1786.55,1768.07,1785.94,1.9,1.9,30,HL
317,1,рождение,2022-11-28 19:00,2022-11-30 13:00,LH·HL·LH·HL·HH,П20,LL,1739.67,1759.04,1747.0,1758.09,1747.85,1764.85,1.45,1.45,40,LL
318,1,рождение,2022-11-30 18:00,2022-12-02 08:00,HH·HL·HH·HL·LH,П12,LL,1744.95,1783.74,1774.69,1804.63,1795.64,1803.04,3.42,3.42,36,LL
319,1,рождение,2022-12-06 18:00,2022-12-07 19:00,LH·HL·HH·HL·HH,П1,LL,1767.37,1775.27,1769.74,1775.95,1770.86,1790.59,1.31,1.31,24,HL
319,2,продолжение,2022-12-08 03:00,2022-12-09 05:00,LH·HL·HH·HL·HH,П1,HL,1781.49,1787.19,1781.76,1794.88,1786.66,1797.82,0.92,1.72,25,HL
320,1,рождение,2022-12-12 19:00,2022-12-13 14:00,LH·HL·HH·HL·HH,П1,LL,1777.68,1786.13,1781.19,1788.7,1782.63,1824.52,2.63,2.63,18,HL
321,1,рождение,2022-12-19 16:00,2022-12-21 08:00,LH·HL·HH·HL·LH,П5,LL,1783.9,1796.17,1798.4,1821.14,1811.98,1817.4,2.09,2.09,38,LL
322,1,рождение,2022-12-21 11:00,2022-12-22 13:00,HH·HL·LH·HL·LH,П25,LL,1811.92,1823.87,1812.92,1820.46,1813.76,1819.94,0.66,0.66,25,LL
323,1,рождение,2022-12-22 18:00,2022-12-28 01:00,LH·HL·HH·HL·LH,П5,LL,1784.85,1803.24,1802.41,1833.44,1809.67,1814.64,2.72,2.72,52,LL
324,1,рождение,2022-12-28 16:00,2022-12-30 07:00,HH·HL·HH·HL·HH,П6,LL,1797.1,1812.03,1804.43,1820.2,1813.8,1822.35,1.4,1.4,37,LL
325,1,рождение,2022-12-30 10:00,2023-01-03 14:00,HH·HL·HH·HL·LH,П12,LL,1813.4,1825.27,1814.37,1849.99,1830.9,1849.89,2.02,2.02,27,LL
326,1,рождение,2023-01-05 15:00,2023-01-09 07:00,LH·HL·HH·HL·HH,П1,LL,1825.13,1837.47,1831.42,1840.91,1833.32,1881.02,3.06,3.06,38,HL
327,1,рождение,2023-01-11 16:00,2023-01-12 13:00,LH·HL·HH·HL·HH,П1,LL,1867.22,1878.54,1874.96,1885.09,1879.94,1901.7,1.85,1.85,20,LL
328,1,рождение,2023-01-12 13:00,2023-01-13 18:00,LH·HL·HH·HL·HH,П1,LL,1870.3,1900.98,1892.39,1909.73,1893.77,1921.91,2.76,2.76,28,HL
329,1,рождение,2023-01-18 05:00,2023-01-19 20:00,HH·HL·LH·HL·HH,П16,LL,1896.67,1925.94,1901.04,1916.84,1906.73,1935.21,2.03,2.03,38,HL
330,1,рождение,2023-01-23 15:00,2023-01-25 07:00,HH·HL·LH·HL·LH,П25,LL,1911.43,1942.56,1917.22,1939.74,1925.88,1933.88,1.63,1.63,38,LL
331,1,рождение,2023-02-07 18:00,2023-02-09 14:00,HH·HL·LH·HL·HH,П16,LL,1865.05,1886.52,1869.16,1879.92,1872.08,1890.25,1.35,1.35,42,LL
332,1,рождение,2023-02-10 05:00,2023-02-13 06:00,HH·HL·LH·HL·HH,П16,LL,1852.84,1872.21,1856.44,1865.78,1857.05,1866.64,1.05,1.05,24,LL
333,1,рождение,2023-02-17 08:00,2023-02-20 14:00,LH·HL·HH·HL·LH,П5,LL,1818.97,1843.68,1837.36,1847.57,1841.16,1847.08,1.57,1.57,29,LL
334,1,рождение,2023-02-21 12:00,2023-02-22 12:00,LH·HL·LH·HL·HH,П20,LL,1830.29,1843.9,1831.83,1841.28,1832.16,1846.07,0.86,0.86,23,LL
335,1,рождение,2023-02-28 08:00,2023-03-03 01:00,HH·HL·HH·HL·LH,П12,LL,1804.68,1831.17,1823.15,1844.83,1830.05,1841.59,2.22,2.22,62,HL
335,2,продолжение,2023-03-03 05:00,2023-03-06 07:00,HH·HL·HH·HL·HH,П6,HL,1837.91,1849.3,1839.12,1856.39,1850.81,1858.31,1.11,2.97,25,LL
336,1,рождение,2023-03-09 02:00,2023-03-13 19:00,HH·HL·HH·HL·HH,П6,LL,1811.98,1835.72,1827.82,1894.68,1871.54,1914.69,5.67,5.67,64,HL
337,1,рождение,2023-03-16 01:00,2023-03-17 20:00,HH·HL·HH·HL·HH,П6,LL,1907.56,1933.54,1913.43,1934.48,1927.43,1988.34,4.23,4.23,42,HL
338,1,рождение,2023-03-22 07:00,2023-03-23 18:00,LH·HL·HH·HL·HH,П1,LL,1934.35,1945.68,1937.13,1983.7,1966.59,2003.36,3.57,3.57,34,HL
339,1,рождение,2023-03-27 13:00,2023-03-29 14:00,LH·HL·HH·HL·LH,П5,LL,1944.05,1964.08,1949.24,1975.37,1958.76,1971.8,1.61,1.61,47,LL
340,1,рождение,2023-03-30 01:00,2023-03-31 06:00,HH·HL·HH·HL·HH,П6,LL,1955.41,1975.4,1964.02,1984.37,1977.74,1985.12,1.52,1.52,28,LL
341,1,рождение,2023-04-03 03:00,2023-04-05 13:00,HH·HL·HH·HL·HH,П6,LL,1949.81,1990.55,1977.04,2025.07,2019.41,2032.11,4.22,4.22,56,LL
342,1,рождение,2023-04-10 14:00,2023-04-12 12:00,LH·HL·HH·HL·HH,П1,LL,1981.68,1992.92,1988.88,2007.49,1995.64,2028.4,2.36,2.36,44,HL
342,2,продолжение,2023-04-12 13:00,2023-04-14 02:00,LH·HL·HH·HL·LH,П5,HL,2001.22,2019.87,2015.37,2048.77,2036.66,2047.51,2.38,3.39,35,LL
343,1,рождение,2023-04-19 11:00,2023-04-20 14:00,LH·HL·HH·HL·HH,П1,LL,1969.31,1998.84,1990.57,2001.26,1992.42,2012.44,2.19,2.19,26,LL
344,1,рождение,2023-04-24 13:00,2023-04-26 13:00,HH·HL·HH·HL·HH,П6,LL,1974.15,2000.99,1976.18,2003.89,1991.51,2009.45,1.79,1.79,46,LL
345,1,рождение,2023-04-27 13:00,2023-05-01 13:00,LH·HL·HH·HL·HH,П1,LL,1974.12,1991.67,1976.27,1995.14,1977.12,2006.07,1.62,1.62,46,HL
346,1,рождение,2023-05-05 14:00,2023-05-09 05:00,LH·HL·HH·HL·LH,П5,LL,1999.59,2024.82,2017.95,2029.4,2019.55,2028.78,1.49,1.49,37,HL
346,2,продолжение,2023-05-09 08:00,2023-05-10 12:00,HH·HL·HH·HL·HH,П6,HL,2021.49,2032.88,2023.0,2038.29,2026.35,2048.24,1.32,2.43,27,LL
347,1,рождение,2023-05-12 09:00,2023-05-15 13:00,HH·HL·LH·HL·HH,П16,LL,2000.96,2022.58,2007.85,2020.95,2011.54,2022.12,1.08,1.08,27,HL
348,1,рождение,2023-05-18 15:00,2023-05-22 09:00,LH·HL·HH·HL·LH,П5,LL,1952.01,1968.8,1957.28,1984.33,1971.31,1982.67,1.66,1.66,40,LL
349,1,рождение,2023-05-26 00:00,2023-05-29 06:00,LH·HL·LH·HL·HH,П20,LL,1936.82,1957.36,1938.85,1947.64,1940.38,1948.98,1.06,1.06,29,HL
350,1,рождение,2023-05-30 05:00,2023-05-31 05:00,HH·HL·HH·HL·HH,П6,LL,1932.11,1962.31,1950.68,1963.55,1953.7,1965.41,1.72,1.72,23,HL
351,1,рождение,2023-06-01 08:00,2023-06-02 09:00,HH·HL·HH·HL·LH,П12,LL,1953.44,1983.18,1974.11,1983.51,1975.06,1981.21,1.54,1.54,24,LL
352,1,рождение,2023-06-07 20:00,2023-06-08 22:00,LH·HL·HH·HL·LH,П5,LL,1939.95,1949.19,1945.02,1970.54,1961.84,1966.53,1.58,1.58,24,HL
353,1,рождение,2023-06-23 02:00,2023-06-26 10:00,HH·HL·LH·HL·HH,П16,LL,1910.21,1937.31,1917.99,1928.63,1922.23,1933.39,1.42,1.42,31,LL
354,1,рождение,2023-07-03 08:00,2023-07-05 00:00,HH·HL·LH·HL·LH,П25,LL,1910.08,1931.09,1920.01,1930.77,1924.06,1927.17,1.1,1.1,36,LL
355,1,рождение,2023-07-06 12:00,2023-07-10 09:00,LH·HL·HH·HL·LH,П5,LL,1902.74,1912.48,1914.32,1934.93,1919.43,1926.3,1.69,1.69,43,LL
356,1,рождение,2023-07-10 12:00,2023-07-12 02:00,HH·HL·HH·HL·HH,П6,LL,1912.75,1926.88,1924.42,1938.49,1929.42,1941.03,1.48,1.48,36,HL
357,1,рождение,2023-07-17 13:00,2023-07-19 07:00,LH·HL·HH·HL·LH,П5,LL,1945.84,1956.44,1957.81,1984.42,1973.02,1980.99,1.98,1.98,40,LL
358,1,рождение,2023-07-25 14:00,2023-07-26 18:00,HH·HL·HH·HL·HH,П6,LL,1952.01,1966.4,1962.07,1974.24,1963.96,1978.4,1.35,1.35,27,HL
359,1,рождение,2023-07-27 16:00,2023-07-31 13:00,LH·HL·HH·HL·HH,П1,LL,1942.64,1956.84,1947.88,1963.58,1950.21,1972.45,1.53,1.53,43,LL
360,1,рождение,2023-08-21 14:00,2023-08-22 10:00,LH·HL·HH·HL·HH,П1,LL,1885.31,1895.46,1893.74,1897.35,1893.92,1904.55,1.02,1.02,19,LL
361,1,рождение,2023-08-22 13:00,2023-08-24 06:00,HH·HL·HH·HL·HH,П6,LL,1889.19,1905.53,1901.31,1920.42,1914.55,1923.0,1.79,1.79,39,LL
362,1,рождение,2023-08-25 14:00,2023-08-29 03:00,LH·HL·HH·HL·LH,П5,LL,1903.81,1917.83,1912.84,1926.1,1916.94,1925.86,1.17,1.17,35,LL
363,1,рождение,2023-08-29 12:00,2023-08-31 02:00,HH·HL·HH·HL·LH,П12,LL,1914.48,1938.23,1934.99,1949.12,1942.15,1947.81,1.81,1.81,36,HL
364,1,рождение,2023-09-07 12:00,2023-09-12 04:00,HH·HL·HH·HL·LH,П12,LL,1916.27,1929.75,1916.63,1930.78,1920.37,1924.56,0.76,0.76,61,LL
365,1,рождение,2023-09-14 14:00,2023-09-18 05:00,HH·HL·HH·HL·HH,П6,LL,1901.05,1919.66,1916.11,1930.47,1922.42,1930.69,1.56,1.56,37,HL
366,1,рождение,2023-09-21 13:00,2023-09-24 22:00,LH·HL·HH·HL·LH,П5,LL,1913.94,1928.77,1924.18,1929.15,1924.39,1926.62,0.79,0.79,31,LL
367,1,рождение,2023-09-27 18:00,2023-09-28 12:00,LH·HL·HH·HL·HH,П1,LL,1872.58,1877.97,1873.64,1878.33,1873.73,1879.68,0.38,0.38,17,LL
368,1,рождение,2023-10-09 13:00,2023-10-12 12:00,HH·HL·LH·HL·HH,П16,LL,1844.21,1865.46,1853.05,1862.83,1858.68,1885.16,2.22,2.22,68,HL
368,2,продолжение,2023-10-12 18:00,2023-10-16 17:00,HH·HL·LH·HL·LH,П25,HL,1867.96,1932.93,1908.23,1924.61,1914.51,1922.84,3.48,4.81,45,HL
369,1,рождение,2023-10-17 02:00,2023-10-18 13:00,HH·HL·HH·HL·HH,П6,LL,1912.46,1931.63,1919.19,1942.87,1935.12,1962.67,2.63,2.63,34,HL
369,2,продолжение,2023-10-18 15:00,2023-10-20 15:00,LH·HL·HH·HL·HH,П1,HL,1938.33,1953.38,1945.28,1982.55,1972.06,1997.26,3.04,4.43,46,LL
370,1,рождение,2023-10-25 15:00,2023-10-27 04:00,HH·HL·LH·HL·HH,П16,LL,1963.04,1993.55,1971.89,1989.38,1982.93,1990.03,1.55,1.55,35,LL
371,1,рождение,2023-10-27 13:00,2023-10-31 01:00,HH·HL·LH·HL·LH,П25,LL,1976.92,2009.57,1990.97,2002.62,1992.01,1997.35,1.65,1.65,34,LL
372,1,рождение,2023-11-02 15:00,2023-11-03 12:00,LH·HL·HH·HL·HH,П1,LL,1978.91,1986.67,1983.34,1987.93,1984.49,2004.1,1.27,1.27,20,HL
373,1,рождение,2023-11-13 15:00,2023-11-15 13:00,HH·HL·HH·HL·HH,П6,LL,1931.68,1949.21,1941.54,1971.05,1961.66,1975.42,2.26,2.26,44,LL
374,1,рождение,2023-11-15 14:00,2023-11-17 10:00,LH·HL·HH·HL·HH,П1,LL,1955.49,1968.62,1962.15,1988.0,1980.69,1993.49,1.94,1.94,42,LL
375,1,рождение,2023-11-20 14:00,2023-11-22 08:00,HH·HL·HH·HL·LH,П12,LL,1965.49,1994.36,1984.32,2007.65,1995.53,2006.45,2.14,2.14,40,LL
376,1,рождение,2023-11-22 18:00,2023-11-27 01:00,LH·HL·LH·HL·HH,П20,LL,1986.96,1998.57,1989.89,1995.01,1991.49,2018.33,1.58,1.58,47,HL
376,2,продолжение,2023-11-27 16:00,2023-11-29 19:00,LH·HL·HH·HL·LH,П5,HL,2005.76,2018.14,2011.68,2052.06,2035.32,2049.59,2.31,3.28,49,LL
377,1,рождение,2023-12-05 15:00,2023-12-07 13:00,LH·HL·LH·HL·HH,П20,LL,2009.94,2035.97,2024.51,2030.12,2025.3,2039.97,1.49,1.49,44,LL
378,1,рождение,2023-12-13 06:00,2023-12-14 08:00,HH·HL·HH·HL·HH,П6,LL,1973.09,1986.82,1978.54,2039.35,2029.32,2040.39,3.41,3.41,25,LL
379,1,рождение,2023-12-14 13:00,2023-12-15 12:00,HH·HL·LH·HL·HH,П16,LL,2027.62,2047.93,2029.16,2038.76,2031.4,2044.94,1.0,1.0,22,LL
380,1,рождение,2023-12-15 19:00,2023-12-19 16:00,LH·HL·HH·HL·HH,П1,LL,2015.65,2027.37,2018.8,2033.75,2021.75,2047.03,1.56,1.56,43,HL
381,1,рождение,2023-12-20 21:00,2023-12-22 15:00,HH·HL·HH·HL·HH,П6,LL,2027.48,2046.11,2032.36,2055.07,2047.18,2070.7,2.13,2.13,40,HL
381,2,продолжение,2023-12-22 16:00,2023-12-28 02:00,LH·HL·HH·HL·HH,П1,HL,2051.21,2065.22,2054.59,2069.09,2061.51,2088.55,1.82,3.01,55,HL
382,1,рождение,2024-01-08 11:00,2024-01-09 13:00,LH·HL·LH·HL·HH,П20,LL,2016.82,2036.93,2026.15,2035.91,2030.41,2042.04,1.25,1.25,25,LL
383,1,рождение,2024-01-11 17:00,2024-01-15 17:00,HH·HL·LH·HL·LH,П25,LL,2013.39,2062.31,2041.51,2058.67,2049.32,2056.41,2.43,2.43,46,LL
384,1,рождение,2024-01-17 18:00,2024-01-18 12:00,LH·HL·HH·HL·HH,П1,LL,2001.89,2012.2,2005.84,2014.2,2008.23,2017.31,0.77,0.77,17,LL
385,1,рождение,2024-01-18 13:00,2024-01-22 01:00,HH·HL·HH·HL·LH,П12,LL,2007.5,2025.63,2020.47,2039.41,2023.2,2032.17,1.59,1.59,34,LL
386,1,рождение,2024-01-22 14:00,2024-01-24 13:00,HH·HL·LH·HL·HH,П16,LL,2016.61,2037.97,2021.47,2030.72,2022.89,2036.73,1.06,1.06,45,LL
387,1,рождение,2024-01-25 13:00,2024-01-26 13:00,HH·HL·HH·HL·HH,П6,LL,2009.44,2025.32,2012.55,2025.9,2018.24,2026.9,0.87,0.87,23,LL
