№,дата начала (0),дата конца (5),последовательность,№ посл.,цена (0),цена (1),цена (2),цена (3),цена (4),цена (5),ход в цене,ход % от нуля,баров,растут ли вершины,что после (5),перекрытие
154,2019-05-30 07:00,2019-06-03 19:00,HH·HL·HH·HL·HH,П6,1275.12,1299.31,1295.57,1312.81,1309.34,1328.0,52.87,4.15,58,да,HL,нет
155,2019-06-04 12:00,2019-06-05 00:00,LH·HL·LH·HL·LH,П29,1320.04,1328.9,1320.43,1328.31,1324.63,1327.62,8.86,0.67,11,нет,HL,нет
156,2019-06-10 08:00,2019-06-11 06:00,LH·HL·LH·HL·LH,П29,1325.2,1330.18,1325.37,1329.91,1327.74,1329.34,4.98,0.38,21,нет,LL,нет
157,2019-06-11 12:00,2019-06-12 16:00,LH·HL·HH·HL·LH,П5,1320.0,1328.84,1326.12,1338.42,1329.96,1337.03,18.42,1.4,27,нет,HL,нет
158,2019-06-13 13:00,2019-06-14 07:00,HH·HL·HH·HL·HH,П6,1333.79,1343.17,1341.95,1347.9,1344.48,1358.22,24.43,1.83,17,да,LL,нет
159,2019-06-17 09:00,2019-06-18 12:00,LH·HL·HH·HL·HH,П1,1333.12,1343.3,1338.24,1348.0,1343.89,1354.62,21.5,1.61,26,да,LL,нет
160,2019-06-19 11:00,2019-06-20 17:00,HH·HL·LH·HL·HH,П16,1341.44,1394.28,1377.98,1386.73,1379.7,1393.42,52.84,3.94,29,нет,HL,нет
161,2019-06-21 07:00,2019-06-24 06:00,LH·HL·HH·HL·LH,П5,1382.56,1400.34,1389.3,1411.28,1400.93,1406.52,28.72,2.08,22,нет,HL,нет
162,2019-07-01 07:00,2019-07-03 01:00,LH·HL·LH·HL·HH,П20,1381.9,1396.37,1383.07,1394.52,1390.0,1437.8,55.9,4.04,40,нет,HL,нет
163,2019-07-09 08:00,2019-07-09 22:00,LH·HL·HH·HL·LH,П5,1385.87,1394.93,1390.41,1400.09,1395.72,1398.24,14.22,1.03,13,нет,LL,нет
164,2019-07-10 06:00,2019-07-11 01:00,HH·HL·HH·HL·HH,П6,1390.05,1397.1,1391.57,1411.43,1403.02,1427.2,37.15,2.67,18,да,HL,нет
165,2019-07-15 14:00,2019-07-16 09:00,HH·HL·LH·HL·HH,П16,1407.81,1418.38,1411.19,1415.73,1412.22,1416.31,10.57,0.75,18,нет,LL,нет
166,2019-07-19 18:00,2019-07-22 13:00,LH·HL·HH·HL·LH,П5,1420.34,1428.64,1422.32,1429.99,1424.39,1429.18,9.65,0.68,18,нет,HL,нет
167,2019-07-23 05:00,2019-07-24 14:00,HH·HL·LH·HL·HH,П16,1414.3,1430.19,1416.19,1422.51,1418.43,1429.55,15.89,1.12,32,нет,HL,нет
168,2019-07-26 12:00,2019-07-29 13:00,HH·HL·LH·HL·LH,П25,1413.55,1424.91,1416.47,1424.34,1417.55,1422.29,11.37,0.8,24,нет,LL,нет
169,2019-07-29 13:00,2019-07-30 18:00,HH·HL·HH·HL·HH,П6,1414.94,1428.09,1422.41,1431.05,1425.02,1433.28,18.34,1.3,28,да,HL,да
170,2019-08-01 13:00,2019-08-02 16:00,HH·HL·LH·HL·HH,П16,1400.61,1449.0,1430.39,1440.18,1431.04,1447.91,48.38,3.45,26,нет,HL,нет
171,2019-08-08 13:00,2019-08-09 11:00,HH·HL·LH·HL·LH,П25,1490.12,1509.62,1499.19,1508.14,1500.57,1504.5,19.49,1.31,21,нет,LL,нет
172,2019-08-12 07:00,2019-08-13 10:00,HH·HL·HH·HL·HH,П6,1487.48,1508.49,1499.94,1520.0,1509.74,1535.09,47.62,3.2,26,да,LL,нет
173,2019-08-13 13:00,2019-08-14 17:00,LH·HL·HH·HL·HH,П1,1479.99,1503.95,1494.29,1518.35,1506.07,1524.11,44.12,2.98,27,да,HL,нет
174,2019-08-15 06:00,2019-08-16 05:00,LH·HL·HH·HL·LH,П5,1508.03,1522.79,1509.03,1528.04,1516.91,1522.28,20.01,1.33,22,нет,LL,нет
175,2019-08-19 22:00,2019-08-20 19:00,LH·HL·HH·HL·LH,П5,1493.06,1499.54,1494.48,1508.62,1501.52,1508.05,15.56,1.04,21,нет,HL,нет
176,2019-08-22 11:00,2019-08-23 18:00,HH·HL·LH·HL·HH,П16,1492.59,1504.7,1493.67,1497.41,1494.88,1530.2,37.61,2.52,30,нет,HL,нет
177,2019-08-27 01:00,2019-08-28 01:00,HH·HL·HH·HL·LH,П12,1525.84,1535.07,1528.62,1544.72,1537.43,1544.71,18.88,1.24,23,нет,LL,нет
178,2019-08-28 02:00,2019-08-29 01:00,HH·HL·LH·HL·HH,П16,1532.0,1546.93,1533.87,1542.66,1537.87,1543.38,14.93,0.97,22,нет,HL,нет
179,2019-08-30 17:00,2019-09-02 16:00,HH·HL·LH·HL·HH,П16,1517.16,1535.08,1519.44,1526.38,1523.42,1531.34,17.92,1.18,22,нет,LL,нет
180,2019-09-03 03:00,2019-09-03 23:00,HH·HL·HH·HL·HH,П6,1521.73,1533.92,1529.17,1549.81,1542.34,1550.17,28.44,1.87,19,да,LL,нет
181,2019-09-06 12:00,2019-09-09 13:00,HH·HL·LH·HL·HH,П16,1502.71,1527.84,1503.43,1512.6,1504.71,1515.47,25.13,1.67,24,нет,LL,нет
182,2019-09-18 18:00,2019-09-20 06:00,LH·HL·LH·HL·HH,П20,1483.31,1504.56,1496.67,1501.75,1497.14,1506.85,23.54,1.59,34,нет,HL,нет
183,2019-09-24 13:00,2019-09-25 08:00,HH·HL·LH·HL·LH,П25,1515.71,1535.67,1524.69,1535.1,1527.8,1532.92,19.96,1.32,18,нет,LL,нет
184,2019-09-26 12:00,2019-09-27 05:00,HH·HL·LH·HL·LH,П25,1500.4,1512.38,1502.01,1507.48,1504.71,1507.07,11.98,0.8,16,нет,LL,нет
185,2019-10-01 08:00,2019-10-01 23:00,LH·HL·HH·HL·LH,П5,1459.17,1470.21,1462.15,1487.26,1477.68,1482.5,28.09,1.92,14,нет,LL,нет
186,2019-10-03 06:00,2019-10-04 02:00,HH·HL·HH·HL·LH,П12,1495.92,1505.45,1498.35,1519.65,1504.75,1510.09,23.73,1.59,19,нет,HL,нет
187,2019-10-08 01:00,2019-10-09 07:00,HH·HL·HH·HL·HH,П6,1487.17,1508.75,1497.87,1509.75,1504.0,1511.47,24.3,1.63,29,да,LL,нет
188,2019-10-09 11:00,2019-10-10 12:00,LH·HL·HH·HL·LH,П5,1499.94,1509.32,1503.09,1517.11,1503.9,1511.39,17.17,1.14,24,нет,LL,нет
189,2019-10-11 14:00,2019-10-14 17:00,LH·HL·HH·HL·LH,П5,1474.09,1486.93,1479.52,1497.15,1488.78,1493.64,23.05,1.56,26,нет,HL,нет
190,2019-10-16 12:00,2019-10-17 06:00,HH·HL·HH·HL·LH,П12,1477.23,1491.63,1486.08,1493.13,1487.22,1491.93,15.9,1.08,17,нет,LL,нет
191,2019-10-18 11:00,2019-10-21 06:00,HH·HL·LH·HL·HH,П16,1485.07,1493.42,1488.87,1492.42,1489.2,1493.85,8.78,0.59,18,нет,LL,нет
192,2019-10-22 00:00,2019-10-23 09:00,HH·HL·HH·HL·HH,П6,1480.96,1489.05,1482.96,1490.71,1487.81,1495.06,14.1,0.95,32,да,HL,нет
193,2019-10-25 17:00,2019-10-28 07:00,LH·HL·HH·HL·HH,П1,1500.72,1506.26,1502.18,1506.27,1503.38,1508.28,7.56,0.5,13,да,LL,нет
194,2019-10-28 14:00,2019-10-29 07:00,LH·HL·LH·HL·HH,П20,1490.14,1494.01,1490.34,1493.01,1490.98,1494.85,4.72,0.32,16,нет,LL,нет
195,2019-10-29 13:00,2019-10-30 14:00,LH·HL·LH·HL·HH,П20,1483.6,1492.52,1487.11,1489.55,1487.39,1495.75,12.15,0.82,24,нет,LL,нет
196,2019-10-30 18:00,2019-11-01 08:00,HH·HL·HH·HL·HH,П6,1481.26,1499.57,1496.58,1514.15,1509.28,1514.77,33.51,2.26,36,да,LL,нет
197,2019-11-01 12:00,2019-11-04 08:00,HH·HL·LH·HL·LH,П25,1503.41,1516.17,1507.25,1514.4,1510.6,1514.06,12.76,0.85,18,нет,LL,нет
198,2019-11-12 15:00,2019-11-13 12:00,HH·HL·HH·HL·HH,П6,1445.71,1460.44,1455.87,1463.14,1457.89,1466.78,21.08,1.46,20,да,HL,нет
199,2019-11-19 10:00,2019-11-20 08:00,HH·HL·HH·HL·HH,П6,1464.88,1475.09,1471.56,1475.31,1472.08,1478.74,13.86,0.95,21,да,LL,нет
200,2019-11-26 14:00,2019-11-27 10:00,HH·HL·LH·HL·LH,П25,1450.19,1462.87,1457.99,1460.33,1458.1,1460.3,12.69,0.87,19,нет,LL,нет
201,2019-12-09 18:00,2019-12-11 00:00,LH·HL·HH·HL·LH,П5,1459.21,1462.12,1460.18,1469.22,1462.41,1465.12,10.01,0.69,28,нет,HL,нет
202,2019-12-13 15:00,2019-12-16 10:00,HH·HL·HH·HL·LH,П12,1465.48,1478.08,1473.28,1478.8,1474.61,1478.17,13.32,0.91,18,нет,HL,нет
203,2019-12-18 13:00,2019-12-19 04:00,LH·HL·LH·HL·HH,П20,1470.58,1478.51,1474.16,1476.13,1474.67,1478.01,7.93,0.54,14,нет,LL,нет
204,2019-12-20 16:00,2019-12-24 09:00,HH·HL·HH·HL·HH,П6,1475.92,1485.3,1480.57,1486.22,1484.46,1493.04,17.12,1.16,39,да,HL,нет
205,2019-12-27 07:00,2019-12-30 03:00,LH·HL·HH·HL·HH,П1,1507.42,1512.51,1508.86,1515.32,1510.14,1515.82,8.4,0.56,19,да,HL,нет
206,2020-01-02 08:00,2020-01-03 18:00,HH·HL·HH·HL·HH,П6,1518.57,1531.41,1522.9,1551.54,1541.0,1553.54,34.97,2.3,33,да,HL,нет
207,2020-01-07 02:00,2020-01-08 00:00,HH·HL·HH·HL·HH,П6,1555.39,1570.89,1563.29,1573.25,1569.66,1611.5,56.11,3.61,21,да,HL,нет
208,2020-01-09 06:00,2020-01-10 08:00,LH·HL·LH·HL·LH,П29,1540.26,1556.58,1544.92,1555.13,1545.78,1552.5,16.33,1.06,25,нет,HL,нет
209,2020-01-14 01:00,2020-01-15 08:00,LH·HL·HH·HL·HH,П1,1536.02,1547.13,1541.04,1552.92,1550.39,1554.28,18.27,1.19,30,да,LL,нет
210,2020-01-15 13:00,2020-01-16 12:00,HH·HL·HH·HL·LH,П12,1547.04,1557.06,1548.81,1558.21,1551.58,1557.54,11.17,0.72,22,нет,LL,нет
211,2020-01-16 15:00,2020-01-17 13:00,LH·HL·HH·HL·HH,П1,1548.1,1554.2,1549.46,1557.04,1554.19,1560.78,12.69,0.82,21,да,LL,нет
212,2020-01-17 15:00,2020-01-21 02:00,HH·HL·HH·HL·HH,П6,1554.14,1561.3,1556.34,1562.8,1558.33,1568.7,14.55,0.94,29,да,LL,нет
213,2020-01-22 02:00,2020-01-23 05:00,LH·HL·HH·HL·LH,П5,1550.28,1559.26,1554.67,1563.82,1555.92,1560.97,13.54,0.87,26,нет,LL,нет
214,2020-01-24 13:00,2020-01-27 06:00,HH·HL·HH·HL·LH,П12,1556.63,1575.93,1569.6,1588.63,1578.05,1581.0,32.0,2.06,16,нет,LL,нет
215,2020-01-29 03:00,2020-01-30 04:00,HH·HL·HH·HL·HH,П6,1563.47,1572.51,1567.91,1574.51,1568.88,1580.88,17.41,1.11,24,да,HL,нет
216,2020-02-05 09:00,2020-02-07 00:00,LH·HL·HH·HL·HH,П1,1547.55,1559.64,1552.56,1568.34,1561.66,1569.19,21.64,1.4,37,да,HL,нет
217,2020-02-07 13:00,2020-02-10 04:00,HH·HL·HH·HL·LH,П12,1560.46,1574.12,1565.22,1576.69,1568.1,1572.35,16.22,1.04,14,нет,HL,нет
218,2020-02-12 08:00,2020-02-13 00:00,LH·HL·HH·HL·HH,П1,1561.98,1567.75,1563.61,1570.5,1565.04,1572.67,10.69,0.68,15,да,HL,нет
219,2020-02-13 14:00,2020-02-14 21:00,HH·HL·LH·HL·HH,П16,1571.93,1578.38,1573.16,1577.1,1574.98,1585.08,13.15,0.84,30,нет,HL,нет
220,2020-02-17 08:00,2020-02-18 10:00,LH·HL·HH·HL·HH,П1,1578.93,1582.64,1580.82,1587.45,1585.08,1589.41,10.47,0.66,21,да,HL,нет
221,2020-02-19 00:00,2020-02-20 02:00,HH·HL·HH·HL·LH,П12,1599.61,1611.33,1602.44,1612.98,1606.08,1612.12,13.38,0.84,25,нет,LL,нет
222,2020-02-20 07:00,2020-02-23 23:00,HH·HL·LH·HL·HH,П16,1603.98,1623.74,1616.11,1622.74,1619.03,1681.32,77.34,4.82,38,нет,HL,нет
223,2020-02-26 14:00,2020-02-27 15:00,LH·HL·HH·HL·HH,П1,1625.02,1650.03,1636.2,1652.66,1641.4,1660.42,35.4,2.18,24,да,LL,нет
224,2020-02-28 18:00,2020-03-02 10:00,LH·HL·HH·HL·HH,П1,1563.04,1593.02,1575.58,1606.66,1596.11,1611.07,48.03,3.07,15,да,LL,нет
225,2020-03-02 20:00,2020-03-03 23:00,LH·HL·HH·HL·HH,П1,1584.12,1601.24,1593.58,1649.31,1626.47,1653.0,68.88,4.35,25,да,HL,нет
226,2020-03-06 15:00,2020-03-09 13:00,HH·HL·LH·HL·HH,П16,1642.35,1703.28,1657.62,1685.33,1662.4,1685.76,60.93,3.71,22,нет,LL,нет
227,2020-03-16 13:00,2020-03-17 04:00,LH·HL·LH·HL·LH,П29,1451.43,1519.64,1483.99,1519.43,1485.71,1505.22,68.21,4.7,14,нет,LL,нет
228,2020-03-19 04:00,2020-03-19 19:00,LH·HL·LH·HL·LH,П29,1464.3,1496.39,1464.39,1493.38,1465.8,1480.64,32.08,2.19,15,нет,LL,нет
229,2020-03-19 22:00,2020-03-23 03:00,HH·HL·LH·HL·LH,П25,1455.32,1516.18,1479.46,1508.41,1486.11,1498.14,60.86,4.18,28,нет,LL,нет
230,2020-03-23 06:00,2020-03-25 10:00,HH·HL·HH·HL·LH,П12,1485.17,1583.65,1560.34,1640.35,1596.38,1627.68,155.18,10.45,50,нет,HL,нет
231,2020-04-01 13:00,2020-04-02 07:00,LH·HL·HH·HL·HH,П1,1572.83,1594.3,1578.27,1596.07,1583.22,1599.42,26.59,1.69,17,да,HL,нет
232,2020-04-03 12:00,2020-04-06 19:00,HH·HL·LH·HL·HH,П16,1606.82,1626.06,1609.26,1622.6,1616.39,1669.16,62.34,3.88,30,нет,HL,нет
233,2020-04-08 11:00,2020-04-09 17:00,HH·HL·LH·HL·HH,П16,1642.58,1656.59,1643.84,1649.99,1647.27,1690.25,47.67,2.9,29,нет,HL,нет
234,2020-04-15 07:00,2020-04-16 07:00,LH·HL·LH·HL·HH,П20,1708.28,1727.03,1708.99,1723.97,1712.02,1726.18,18.75,1.1,23,нет,HL,нет
235,2020-04-20 00:00,2020-04-20 20:00,LH·HL·HH·HL·LH,П5,1671.22,1685.71,1673.08,1702.42,1685.88,1698.11,31.2,1.87,20,нет,HL,нет
236,2020-04-21 11:00,2020-04-22 09:00,LH·HL·LH·HL·HH,П20,1661.42,1692.83,1671.31,1691.6,1680.48,1706.98,45.56,2.74,21,нет,HL,нет
237,2020-05-01 06:00,2020-05-04 10:00,HH·HL·LH·HL·HH,П16,1670.91,1706.53,1692.09,1701.52,1696.8,1713.73,42.82,2.56,27,нет,LL,нет
238,2020-05-05 07:00,2020-05-06 01:00,LH·HL·HH·HL·LH,П5,1689.82,1709.79,1693.27,1711.92,1700.83,1707.84,22.1,1.31,17,нет,HL,нет
239,2020-05-06 20:00,2020-05-08 01:00,HH·HL·HH·HL·LH,П12,1682.63,1694.16,1684.66,1722.29,1711.41,1720.62,39.66,2.36,27,нет,HL,нет
240,2020-05-11 15:00,2020-05-12 15:00,LH·HL·HH·HL·HH,П1,1692.13,1699.59,1693.95,1707.2,1698.79,1711.19,19.06,1.13,23,да,LL,нет
241,2020-05-13 08:00,2020-05-14 07:00,HH·HL·HH·HL·LH,П12,1699.26,1718.25,1702.45,1719.91,1711.27,1719.61,20.65,1.22,22,нет,HL,нет
242,2020-05-19 06:00,2020-05-20 01:00,LH·HL·HH·HL·HH,П1,1726.62,1739.21,1731.05,1747.86,1743.68,1751.16,24.53,1.42,18,да,HL,нет
243,2020-05-21 14:00,2020-05-22 17:00,LH·HL·HH·HL·LH,П5,1717.57,1730.6,1724.51,1740.23,1727.51,1736.81,22.66,1.32,26,нет,LL,нет
244,2020-05-27 13:00,2020-05-28 23:00,HH·HL·HH·HL·LH,П12,1694.01,1715.39,1705.77,1727.55,1711.47,1722.4,33.54,1.98,32,нет,HL,нет
245,2020-06-01 14:00,2020-06-02 05:00,LH·HL·HH·HL·LH,П5,1727.46,1741.35,1734.91,1743.39,1736.62,1740.0,15.93,0.92,14,нет,LL,нет
246,2020-06-03 14:00,2020-06-04 12:00,LH·HL·HH·HL·HH,П1,1689.59,1700.83,1694.44,1705.57,1698.47,1718.33,28.74,1.7,21,да,HL,нет
247,2020-06-05 14:00,2020-06-09 01:00,LH·HL·HH·HL·HH,П1,1670.44,1685.94,1677.51,1697.62,1686.48,1704.91,34.47,2.06,33,да,HL,нет
248,2020-06-18 14:00,2020-06-22 01:00,LH·HL·HH·HL·HH,П1,1717.69,1725.6,1721.65,1733.06,1727.75,1758.68,40.98,2.39,33,да,HL,нет
249,2020-06-29 12:00,2020-06-30 06:00,HH·HL·LH·HL·HH,П16,1765.94,1774.32,1767.46,1773.83,1768.84,1773.86,8.37,0.47,17,нет,LL,нет
250,2020-06-30 11:00,2020-07-01 07:00,HH·HL·LH·HL·HH,П16,1764.65,1786.02,1779.52,1784.67,1780.22,1789.27,24.62,1.4,19,нет,LL,нет
251,2020-07-06 02:00,2020-07-08 14:00,HH·HL·HH·HL·HH,П6,1770.1,1787.39,1773.79,1797.41,1791.53,1818.09,47.99,2.71,58,да,HL,нет
252,2020-07-16 19:00,2020-07-20 14:00,LH·HL·HH·HL·HH,П1,1795.12,1799.58,1795.99,1811.92,1805.88,1820.65,25.53,1.42,41,да,HL,нет
253,2020-07-22 09:00,2020-07-23 08:00,HH·HL·HH·HL·HH,П6,1846.52,1863.37,1847.36,1876.71,1863.85,1888.81,42.29,2.29,22,да,HL,нет
254,2020-07-30 15:00,2020-08-03 06:00,HH·HL·HH·HL·LH,П12,1939.34,1983.1,1959.96,1986.77,1960.54,1977.54,47.43,2.45,37,нет,HL,нет
255,2020-08-05 16:00,2020-08-06 14:00,LH·HL·HH·HL·HH,П1,2028.69,2044.71,2034.65,2054.1,2041.14,2069.82,41.12,2.03,21,да,HL,нет
256,2020-08-07 17:00,2020-08-10 09:00,LH·HL·LH·HL·LH,П29,2015.53,2037.21,2019.3,2036.33,2027.36,2035.59,21.68,1.08,15,нет,HL,нет
257,2020-08-13 12:00,2020-08-14 05:00,HH·HL·LH·HL·LH,П25,1920.51,1966.42,1937.83,1962.43,1945.21,1957.15,45.91,2.39,16,нет,LL,нет
258,2020-08-17 00:00,2020-08-17 20:00,HH·HL·HH·HL·LH,П12,1929.65,1957.26,1947.95,1991.09,1979.67,1985.71,61.44,3.18,20,нет,HL,нет
259,2020-08-18 14:00,2020-08-19 13:00,LH·HL·LH·HL·LH,П29,1976.04,2010.23,1980.59,1998.39,1981.45,1995.47,34.19,1.73,22,нет,LL,нет
260,2020-08-19 20:00,2020-08-20 15:00,LH·HL·LH·HL·HH,П20,1924.78,1955.47,1924.86,1947.69,1926.23,1951.69,30.69,1.59,18,нет,HL,нет
261,2020-08-21 12:00,2020-08-24 12:00,LH·HL·LH·HL·HH,П20,1911.59,1945.84,1930.01,1937.06,1930.82,1961.89,50.31,2.63,23,нет,LL,нет
262,2020-08-27 14:00,2020-08-28 16:00,LH·HL·HH·HL·HH,П1,1910.19,1935.2,1923.19,1964.79,1950.86,1973.9,63.71,3.34,25,да,HL,нет
263,2020-08-31 07:00,2020-09-01 12:00,LH·HL·HH·HL·LH,П5,1954.42,1975.1,1965.34,1992.57,1984.09,1991.87,38.15,1.95,28,нет,LL,нет
264,2020-09-03 15:00,2020-09-04 12:00,LH·HL·HH·HL·HH,П1,1921.9,1938.46,1925.8,1942.3,1930.85,1949.5,27.59,1.44,20,да,LL,нет
265,2020-09-08 13:00,2020-09-09 08:00,HH·HL·LH·HL·LH,П25,1906.63,1940.86,1923.16,1934.42,1923.91,1934.36,34.23,1.8,18,нет,LL,нет
266,2020-09-11 03:00,2020-09-14 15:00,HH·HL·LH·HL·HH,П16,1937.24,1954.77,1937.25,1951.74,1940.03,1962.54,25.29,1.31,35,нет,HL,нет
267,2020-09-15 14:00,2020-09-16 13:00,LH·HL·HH·HL·HH,П1,1948.47,1958.92,1949.91,1968.82,1961.75,1973.78,25.31,1.3,22,да,LL,нет
268,2020-09-22 07:00,2020-09-23 00:00,HH·HL·LH·HL·LH,П25,1894.7,1917.63,1896.93,1907.13,1897.87,1905.44,22.93,1.21,16,нет,LL,нет
269,2020-09-24 09:00,2020-09-25 07:00,HH·HL·LH·HL·HH,П16,1848.84,1877.12,1861.83,1871.57,1862.08,1875.22,28.28,1.53,21,нет,LL,нет
270,2020-09-28 08:00,2020-09-29 23:00,HH·HL·HH·HL·HH,П6,1848.8,1887.33,1875.68,1890.18,1877.53,1899.18,50.38,2.73,37,да,HL,нет
271,2020-10-08 17:00,2020-10-11 23:00,HH·HL·HH·HL·HH,П6,1882.0,1912.97,1905.76,1929.32,1919.62,1933.29,51.29,2.73,28,да,HL,нет
272,2020-10-14 01:00,2020-10-14 19:00,HH·HL·HH·HL·LH,П12,1882.43,1897.86,1892.6,1912.96,1899.85,1904.65,30.53,1.62,18,нет,LL,нет
273,2020-10-20 14:00,2020-10-21 08:00,HH·HL·HH·HL·HH,П6,1897.74,1914.12,1906.72,1920.48,1915.09,1922.85,25.11,1.32,17,да,LL,нет
274,2020-10-22 14:00,2020-10-23 12:00,LH·HL·HH·HL·HH,П1,1894.78,1907.53,1901.44,1907.84,1902.83,1914.36,19.58,1.03,21,да,LL,нет
275,2020-10-25 22:00,2020-10-27 02:00,LH·HL·HH·HL·HH,П1,1891.51,1902.52,1894.96,1908.59,1898.96,1910.45,18.95,1.0,27,да,LL,нет
276,2020-10-27 09:00,2020-10-28 06:00,HH·HL·LH·HL·HH,П16,1897.91,1911.35,1902.51,1908.33,1904.58,1910.83,13.44,0.71,20,нет,LL,нет
277,2020-10-28 15:00,2020-10-29 06:00,LH·HL·LH·HL·HH,П20,1869.46,1884.29,1875.16,1880.22,1875.95,1885.05,15.59,0.83,14,нет,LL,нет
278,2020-10-29 13:00,2020-10-30 13:00,LH·HL·HH·HL·HH,П1,1860.08,1876.78,1864.4,1878.14,1866.73,1889.76,29.68,1.6,23,да,HL,нет
279,2020-11-04 01:00,2020-11-05 16:00,LH·HL·LH·HL·HH,П20,1882.21,1912.32,1893.3,1909.82,1905.63,1952.79,70.57,3.75,38,нет,HL,нет
280,2020-11-09 16:00,2020-11-11 06:00,LH·HL·LH·HL·LH,П29,1850.53,1890.51,1867.52,1885.37,1872.07,1884.47,39.98,2.16,36,нет,HL,нет
281,2020-11-11 14:00,2020-11-12 15:00,LH·HL·HH·HL·HH,П1,1856.45,1872.73,1863.32,1873.01,1867.61,1883.88,27.43,1.48,24,да,HL,нет
282,2020-11-19 13:00,2020-11-20 15:00,HH·HL·HH·HL·HH,П6,1852.79,1867.79,1860.97,1869.86,1861.06,1879.82,27.03,1.46,25,да,HL,нет
283,2020-11-25 19:00,2020-11-26 13:00,LH·HL·HH·HL·LH,П5,1804.33,1812.76,1806.86,1818.34,1811.16,1815.3,14.0,0.78,17,нет,LL,нет
284,2020-11-30 02:00,2020-12-01 14:00,LH·HL·HH·HL·HH,П1,1764.57,1783.91,1764.67,1784.53,1775.52,1815.27,50.7,2.87,35,да,HL,нет
285,2020-12-07 08:00,2020-12-08 14:00,HH·HL·HH·HL·HH,П6,1822.25,1868.58,1856.95,1871.88,1860.35,1875.31,53.05,2.91,30,да,LL,нет
286,2020-12-09 18:00,2020-12-11 02:00,LH·HL·HH·HL·LH,П5,1825.58,1842.52,1828.77,1850.02,1830.28,1840.75,24.44,1.34,30,нет,LL,нет
287,2020-12-14 10:00,2020-12-14 21:00,LH·HL·LH·HL·LH,П29,1819.42,1839.1,1822.28,1830.37,1824.59,1829.51,19.69,1.08,11,нет,HL,нет
288,2020-12-16 19:00,2020-12-17 14:00,HH·HL·HH·HL·HH,П6,1844.84,1867.58,1862.13,1883.22,1872.06,1896.32,51.47,2.79,18,да,HL,нет
289,2020-12-28 11:00,2020-12-29 08:00,LH·HL·LH·HL·HH,П20,1869.31,1896.55,1871.2,1882.83,1875.24,1883.6,27.24,1.46,20,нет,LL,нет
290,2020-12-29 15:00,2020-12-30 04:00,HH·HL·LH·HL·HH,П16,1871.87,1886.44,1876.72,1880.02,1877.05,1886.17,14.57,0.78,12,нет,LL,нет
291,2020-12-30 13:00,2020-12-31 16:00,HH·HL·LH·HL·HH,П16,1876.2,1899.9,1885.53,1896.16,1891.92,1900.44,24.24,1.29,26,нет,LL,нет
292,2020-12-31 18:00,2021-01-04 23:00,HH·HL·HH·HL·HH,П6,1890.47,1925.35,1919.12,1944.52,1929.42,1945.74,55.27,2.92,27,да,HL,нет
293,2021-01-11 01:00,2021-01-11 23:00,LH·HL·LH·HL·LH,П29,1817.16,1855.57,1829.12,1851.67,1843.51,1848.62,38.41,2.11,21,нет,LL,нет
294,2021-01-14 02:00,2021-01-14 18:00,LH·HL·LH·HL·HH,П20,1829.49,1847.04,1836.29,1845.31,1836.8,1857.59,28.11,1.54,16,нет,HL,нет
295,2021-01-22 13:00,2021-01-25 05:00,LH·HL·HH·HL·LH,П5,1837.46,1858.47,1852.62,1860.06,1852.91,1856.61,22.6,1.23,15,нет,LL,нет
296,2021-01-27 14:00,2021-01-28 15:00,LH·HL·LH·HL·HH,П20,1831.43,1850.67,1834.13,1839.36,1834.16,1864.22,32.79,1.79,24,нет,HL,нет
297,2021-02-02 14:00,2021-02-03 13:00,LH·HL·HH·HL·LH,П5,1829.61,1839.87,1831.78,1844.95,1832.69,1842.39,15.35,0.84,22,нет,LL,нет
298,2021-02-04 15:00,2021-02-05 17:00,LH·HL·HH·HL·HH,П1,1785.02,1795.97,1792.13,1811.32,1793.53,1815.2,30.18,1.69,25,да,HL,нет
299,2021-02-08 08:00,2021-02-09 09:00,HH·HL·HH·HL·HH,П6,1807.87,1839.23,1828.93,1843.4,1838.22,1848.63,40.77,2.25,24,да,LL,нет
300,2021-02-09 14:00,2021-02-10 23:00,HH·HL·LH·HL·LH,П25,1832.28,1855.45,1834.97,1846.39,1840.89,1844.39,23.17,1.26,31,нет,LL,нет
301,2021-02-15 10:00,2021-02-16 10:00,LH·HL·HH·HL·LH,П5,1816.07,1824.37,1816.19,1826.5,1818.96,1825.68,10.43,0.57,19,нет,LL,нет
302,2021-02-19 01:00,2021-02-22 01:00,HH·HL·HH·HL·LH,П12,1760.75,1777.62,1767.99,1791.7,1777.42,1789.73,30.94,1.76,23,нет,HL,нет
303,2021-03-02 03:00,2021-03-02 23:00,HH·HL·HH·HL·HH,П6,1707.34,1736.35,1720.43,1738.59,1732.95,1741.02,33.68,1.97,19,да,LL,нет
304,2021-03-12 09:00,2021-03-16 01:00,HH·HL·HH·HL·LH,П12,1699.22,1734.08,1721.72,1734.58,1722.76,1734.18,35.36,2.08,39,нет,HL,нет
305,2021-03-16 07:00,2021-03-17 10:00,HH·HL·LH·HL·LH,П25,1726.2,1741.2,1726.85,1737.98,1733.52,1737.18,14.99,0.87,26,нет,LL,нет
306,2021-03-18 13:00,2021-03-21 22:00,LH·HL·HH·HL·HH,П1,1719.25,1737.72,1728.54,1745.43,1733.32,1747.05,27.8,1.62,31,да,LL,нет
